50,38,60,36,71,88,124,55,134,123,185,104,202,186,208,147,130
50,38,60,35,71,86,124,55,133,122,185,104,201,182,208,147,130
50,38,60,35,71,86,124,55,133,122,184,104,198,182,205,144,130
50,38,60,35,71,86,122,55,132,121,184,103,197,180,204,144,129
50,37,60,35,71,85,121,54,132,121,183,102,194,180,204,144,128
50,37,60,35,71,84,120,53,131,121,182,101,194,180,201,144,127
50,37,59,35,71,84,120,52,131,121,181,100,193,179,199,142,127
50,37,59,35,71,84,119,52,131,121,180,100,189,175,199,142,127
50,37,59,35,71,84,119,52,130,121,180,100,189,175,194,140,125
50,37,59,35,71,83,119,51,127,121,179,100,187,173,194,140,125
50,37,59,35,71,83,117,51,127,121,177,98,186,172,193,140,124
50,36,59,35,71,83,117,51,126,121,174,97,185,172,191,139,124
50,34,59,35,70,83,117,51,125,121,173,96,183,171,191,138,124
50,33,59,35,70,83,116,51,125,121,172,95,181,170,190,138,122
50,33,59,35,70,82,116,51,124,121,170,95,181,168,188,137,121
50,32,59,35,70,82,116,51,123,120,170,95,180,164,187,137,120
49,32,59,35,70,82,115,51,123,119,169,95,177,161,187,137,120
49,32,59,35,70,81,115,50,123,118,167,95,177,161,185,135,119
49,32,59,35,70,81,115,50,123,118,166,94,176,158,185,131,119
49,32,59,35,69,79,115,50,123,118,166,93,175,157,183,130,118
49,32,59,35,68,79,114,50,122,117,166,91,175,156,181,130,117
48,32,59,35,68,79,114,49,121,117,164,90,174,155,179,130,117
48,32,58,35,68,77,114,49,120,117,164,90,172,154,177,130,116
48,32,58,35,68,77,114,49,120,116,162,90,170,154,176,128,114
48,32,58,35,68,77,112,49,119,116,161,90,167,153,174,128,114
48,32,57,35,68,75,111,49,119,115,161,90,163,153,173,128,114
48,32,57,35,68,75,110,49,119,113,161,89,162,152,171,126,114
48,31,57,35,68,75,109,49,117,113,159,88,162,149,171,126,114
48,31,57,35,68,75,109,48,117,113,157,88,161,148,169,125,112
48,30,57,35,68,74,109,48,117,111,156,88,161,148,167,122,112
48,30,57,34,68,74,109,47,117,109,155,88,160,148,164,122,111
48,30,57,34,68,73,109,47,117,108,155,87,159,147,161,122,109
46,30,57,32,68,73,109,47,117,107,153,87,158,147,160,121,109
46,30,57,32,68,72,108,46,117,106,153,87,155,145,159,121,109
46,30,57,32,68,72,108,46,117,104,153,84,155,143,159,120,107
46,30,57,32,68,72,108,45,117,104,151,81,154,141,158,120,107
46,30,57,32,68,72,108,45,112,104,151,81,154,138,156,120,107
46,30,56,32,67,72,108,45,112,103,150,81,153,135,154,120,107
46,30,55,32,67,72,106,45,112,102,149,80,152,134,153,119,107
46,30,55,32,67,72,106,45,112,102,148,78,151,134,152,116,105
46,30,55,32,67,72,104,45,110,101,146,78,151,133,150,116,105
46,30,55,32,67,72,103,45,110,101,146,76,148,131,149,116,104
46,30,55,31,67,72,102,44,110,100,144,75,147,131,149,115,103
46,30,55,31,67,71,102,43,109,99,141,75,145,131,149,115,102
46,30,55,31,66,71,101,43,109,99,139,74,144,130,148,113,102
45,30,55,31,66,71,101,43,107,98,138,74,144,127,147,113,101
45,30,55,31,65,71,101,43,107,98,137,72,142,123,147,113,101
45,30,55,31,65,71,101,43,106,98,136,70,140,123,144,113,100
44,30,55,31,65,70,99,43,105,96,136,70,139,122,143,113,100
44,30,54,30,65,69,98,43,105,95,133,70,138,121,143,113,100
44,30,53,30,65,69,97,42,104,95,130,69,138,121,141,113,100
43,30,53,30,65,68,97,42,104,94,130,68,136,121,140,112,98
43,30,53,30,65,68,95,41,103,94,130,68,134,120,138,111,98
43,30,53,30,65,67,94,40,103,93,129,68,133,119,137,109,98
43,30,51,30,65,67,94,40,103,93,128,66,133,117,137,106,98
43,30,51,29,65,67,94,39,103,91,126,66,131,116,136,106,98
43,30,51,29,64,67,93,38,103,90,125,66,129,115,134,106,98
43,30,51,29,64,67,93,38,101,89,120,66,128,114,134,106,98
42,30,51,29,64,66,92,38,101,88,120,65,128,113,134,104,96
42,29,51,29,64,66,91,38,99,87,120,65,126,113,132,103,96
42,29,50,29,64,66,91,38,99,86,119,64,126,112,128,102,96
42,28,50,29,64,66,91,38,99,85,116,63,125,112,128,100,95
41,28,50,29,64,65,91,38,99,85,115,63,123,112,124,100,94
41,28,50,29,64,64,89,38,99,84,115,61,121,112,124,100,92
41,28,50,29,63,63,89,37,99,83,114,61,119,110,124,99,92
41,28,50,28,63,63,89,37,98,83,114,61,116,106,123,99,92
41,28,50,28,63,63,89,36,97,83,114,57,116,104,121,99,92
41,28,50,28,63,62,88,35,97,82,114,57,116,103,121,95,91
41,28,50,28,63,62,87,33,97,81,113,54,116,102,120,95,91
41,27,49,28,63,61,86,33,97,81,112,53,114,101,120,94,91
39,27,49,28,62,61,85,33,97,80,112,53,114,99,119,93,90
39,27,49,28,61,61,85,33,96,80,112,51,112,97,119,92,89
39,27,49,28,61,60,85,33,95,80,112,49,112,97,114,91,89
39,27,49,28,60,59,85,33,94,78,110,49,112,95,114,91,88
39,27,48,27,60,58,85,33,91,76,110,49,111,95,113,91,88
39,27,48,27,60,58,85,33,91,76,107,48,107,94,113,91,87
39,26,48,26,60,58,85,33,89,76,106,47,105,93,113,90,87
39,26,47,25,60,58,83,33,88,76,103,47,105,91,113,90,87
39,26,47,25,60,58,83,33,86,75,101,47,105,91,112,87,86
38,26,46,25,60,58,81,33,86,75,101,47,102,91,111,87,84
38,23,46,25,60,58,81,33,86,74,101,43,101,91,110,87,84
38,23,46,25,60,57,81,33,85,74,99,42,101,88,109,87,83
37,23,45,25,60,57,80,32,85,73,97,42,101,87,108,86,83
37,23,45,25,59,57,80,32,85,72,97,41,101,86,103,85,83
37,23,44,25,58,57,79,32,84,71,96,41,99,84,103,85,83
37,23,44,25,58,57,78,32,83,71,95,40,97,84,103,83,81
37,23,44,25,57,57,77,32,83,71,93,40,94,84,101,82,81
37,23,44,25,57,56,77,31,83,70,93,40,93,82,98,81,81
37,23,44,25,57,56,76,30,81,69,92,39,92,81,97,81,81
37,23,43,24,57,56,75,29,81,68,91,37,92,81,97,80,80
37,23,43,23,57,55,73,29,79,66,91,37,91,81,97,80,79
37,23,43,23,57,54,73,29,79,66,88,37,90,79,96,79,78
37,22,43,23,57,53,72,29,77,66,86,37,89,77,96,79,78
36,22,43,23,57,53,72,29,77,66,85,37,85,75,95,79,77
36,22,43,23,56,52,71,28,76,66,85,34,85,75,95,78,76
36,22,43,22,56,51,70,26,75,66,84,34,85,75,94,76,76
36,22,43,22,56,51,70,26,75,64,81,33,85,74,91,76,76
36,22,43,22,56,51,70,26,73,64,81,32,84,72,90,73,76
36,21,42,22,56,51,70,26,72,63,80,31,83,71,89,73,75
36,21,40,22,55,51,69,26,72,63,80,31,80,70,88,72,75
36,21,40,22,54,51,69,25,72,61,79,30,80,70,86,72,73
36,21,40,21,54,51,65,25,71,61,76,29,80,70,86,72,73
34,21,40,21,53,51,65,25,71,61,76,28,79,69,86,69,72
34,21,40,20,53,49,65,25,70,61,75,28,78,67,85,68,72
34,21,40,20,51,49,65,25,70,60,74,27,78,66,83,67,71
33,21,40,20,51,49,64,24,69,59,73,26,77,65,82,67,71
32,21,40,20,51,48,64,24,67,57,72,25,76,65,82,67,70
31,21,39,20,50,48,64,23,67,57,72,24,76,64,79,66,70
31,20,38,20,50,47,63,23,67,57,71,24,73,64,79,66,68
31,20,38,20,49,47,63,22,66,57,71,24,72,61,78,65,67
31,20,38,20,49,47,62,22,65,56,70,24,72,61,75,62,67
30,20,37,20,49,47,62,22,65,55,70,24,70,60,72,61,67
30,20,37,20,49,47,62,21,61,52,69,24,70,60,71,61,67
30,20,37,20,49,46,61,21,61,52,68,23,69,58,70,61,65
30,20,37,20,49,45,61,21,60,52,65,23,69,58,67,60,64
29,20,37,20,49,45,60,21,60,52,64,23,67,56,67,58,63
29,19,36,20,49,45,60,21,60,51,62,22,66,56,66,56,63
29,19,36,20,49,43,60,21,58,51,61,21,65,55,65,55,63
29,19,36,20,49,43,58,21,57,51,60,19,63,54,64,55,63
29,19,36,20,49,43,58,19,56,50,60,19,61,53,63,55,61
29,19,36,19,49,43,57,19,55,50,58,19,61,53,62,52,60
29,19,34,19,49,42,57,18,55,48,58,19,59,53,62,50,60
29,18,34,19,49,40,57,18,55,48,56,19,56,53,62,50,58
29,18,34,19,49,38,56,18,55,47,56,19,56,50,61,48,58
27,18,34,18,49,38,53,18,53,47,55,19,55,50,61,48,58
27,18,34,18,48,38,51,18,53,46,55,19,55,47,59,48,57
27,18,33,17,48,38,51,18,51,46,54,18,53,47,58,47,57
27,17,33,17,48,38,51,18,51,45,53,17,52,47,56,45,56
27,17,33,17,47,38,51,18,51,42,52,16,50,46,55,45,56
27,17,33,17,45,37,50,18,48,42,51,15,50,46,55,45,55
27,16,33,16,45,37,50,18,48,41,50,15,49,46,53,43,54
27,16,33,16,45,37,48,18,47,41,49,15,47,44,53,41,54
27,15,32,16,44,37,48,18,47,41,48,15,45,40,53,41,54
25,14,32,16,44,37,48,16,45,40,47,15,45,40,52,41,54
25,14,31,16,44,36,48,14,45,38,46,14,45,39,51,41,54
24,14,31,16,44,36,47,14,44,37,43,13,45,39,50,41,53
24,14,30,16,44,36,44,13,44,37,43,13,44,37,48,41,53
24,13,30,15,44,36,44,11,44,37,43,12,43,37,47,40,51
24,13,29,15,44,35,42,11,42,37,42,12,42,36,47,39,51
24,13,29,15,42,35,41,11,42,36,42,12,40,35,46,37,51
23,13,29,15,42,35,41,11,40,36,42,12,39,35,45,37,46
22,13,29,15,41,35,41,11,39,36,41,11,37,34,44,36,46
22,13,29,14,41,32,40,11,39,36,40,10,37,33,43,36,45
22,13,29,13,41,32,39,11,39,36,38,9,37,33,40,35,44
22,13,29,13,40,32,39,11,37,34,38,9,36,32,40,32,44
22,13,29,13,39,32,39,11,36,31,37,9,34,32,38,32,44
22,12,29,11,38,32,36,11,36,31,36,9,33,31,38,32,44
21,12,29,11,38,32,36,11,36,28,33,9,32,31,37,31,44
21,11,28,11,36,31,35,11,35,28,33,9,32,30,35,31,44
20,11,28,11,36,31,35,10,35,28,33,9,31,29,34,30,40
20,11,28,11,35,30,35,9,35,26,33,8,31,27,33,29,40
20,10,28,10,35,30,33,7,34,26,32,8,30,27,33,28,40
20,10,27,10,34,30,31,5,34,26,32,8,28,26,33,28,39
20,10,27,10,34,27,31,5,33,26,31,8,28,25,31,27,38
20,10,26,10,33,27,30,5,32,26,29,8,27,23,31,26,38
20,10,26,10,32,27,30,5,32,24,28,8,27,23,27,25,37
20,10,26,10,31,25,28,5,32,24,27,6,27,22,27,24,37
20,10,25,9,31,25,27,5,31,23,27,5,26,20,26,24,37
20,9,25,9,30,25,27,4,30,20,27,5,26,20,25,24,35
18,9,24,9,30,23,24,4,30,20,27,4,25,20,25,24,35
18,9,24,9,29,22,24,4,28,20,24,4,25,18,25,23,35
18,7,23,9,28,21,23,4,26,18,24,4,25,18,25,23,35
17,7,23,9,28,20,23,4,26,17,23,4,23,18,24,22,33
16,7,21,9,27,20,22,4,26,17,20,3,23,18,23,22,33
16,7,20,9,27,19,22,4,24,17,19,3,21,18,23,21,31
16,7,20,9,27,18,21,4,24,15,18,3,20,17,22,19,31
16,6,20,9,27,17,19,3,24,14,18,3,19,17,21,19,29
16,6,20,9,24,17,19,2,22,14,17,3,19,15,20,19,29
16,6,20,8,24,17,18,2,19,13,15,3,18,15,20,18,29
15,5,18,8,23,17,17,2,19,13,15,3,18,15,19,16,28
14,5,18,8,23,17,17,2,18,13,15,2,18,13,17,15,26
14,5,18,8,23,16,14,2,17,13,15,2,17,13,15,15,24
14,5,17,6,23,15,14,2,17,13,14,1,17,12,14,13,24
